,Channel,Compound,Negative,Neutral,Positive,Text,Time
148,CBS,0.0,0.0,1.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",12.179166666666667
149,CBS,0.6705,0.0,0.756,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",11.096666666666666
150,CBS,0.3818,0.0,0.833,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",7.001111111111111
151,CBS,0.4404,0.0,0.884,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",21.189166666666665
152,CBS,0.0,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",8.3575
153,CBS,0.7096,0.0,0.753,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",6.779444444444445
154,CBS,0.7096,0.0,0.718,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",8.779444444444444
155,CBS,0.4939,0.0,0.849,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",10.529722222222222
156,CBS,-0.6981,0.21,0.79,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,10.296111111111111
157,CBS,0.4547,0.092,0.749,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",11.063888888888888
158,CBS,0.8591,0.0,0.462,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,11.0825
159,CBS,0.4885,0.151,0.615,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,11.099166666666667
160,CBS,0.5994,0.0,0.822,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",14.67388888888889
161,CBS,0.7717,0.0,0.675,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",14.790833333333333
162,CBS,0.6908,0.0,0.725,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",15.021666666666667
163,CBS,0.0,0.0,1.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",15.443333333333333
164,CBS,0.0,0.0,1.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,4.198611111111111
165,CBS,0.0,0.0,1.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",9.330277777777777
166,CBS,0.4404,0.0,0.884,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",10.138055555555555
167,CBS,0.5562,0.0,0.848,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,1.8833333333333333
168,CBS,0.0,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",6.4375
169,CBS,0.0,0.0,1.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",8.138055555555555
170,CBS,0.4482,0.0,0.895,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",9.385
171,CBS,0.784,0.0,0.734,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,10.73638888888889
172,CBS,0.9359,0.0,0.571,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,10.941944444444445
173,CBS,-0.5423,0.184,0.816,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",12.380833333333333
174,CBS,0.0,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",12.412777777777778
175,CBS,0.0,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",12.981111111111112
176,CBS,0.7644,0.0,0.769,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",4.070833333333334
177,CBS,0.0,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,7.420833333333333
178,CBS,0.0,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",7.423611111111111
179,CBS,0.5093,0.0,0.845,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,11.018611111111111
180,CBS,0.0,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",9.831944444444444
181,CBS,0.0,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,9.945277777777777
182,CBS,0.6808,0.0,0.752,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",10.956111111111111
183,CBS,0.4404,0.0,0.884,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",9.357777777777779
184,CBS,-0.4019,0.119,0.881,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",11.308055555555555
185,CBS,0.3612,0.0,0.872,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,11.615555555555556
186,CBS,0.6124,0.0,0.773,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",4.1575
187,CBS,0.3182,0.0,0.892,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",10.567777777777778
188,CBS,0.68,0.0,0.752,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",11.474166666666667
189,CBS,0.8619,0.0,0.534,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,9.88888888888889
190,CBS,0.0,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",9.214166666666667
191,CBS,0.7506,0.0,0.748,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",10.365277777777777
192,CBS,0.0,0.0,1.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,10.450555555555555
193,CBS,0.0,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,3.737222222222222
194,CBS,0.8478,0.0,0.696,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,4.446111111111111
195,CBS,-0.5859,0.186,0.814,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,13.12
196,CBS,0.0516,0.0,0.934,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",10.69111111111111
197,CBS,0.5574,0.152,0.536,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",12.983055555555556
198,CBS,0.0,0.0,1.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",6.918888888888889
199,CBS,0.0772,0.106,0.773,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",12.182777777777778
200,CNN,0.0,0.0,1.0,0.0,What happens when the world's two biggest economies turn on each other https://t.co/T96Cni3gHa https://t.co/R7hkWIwTA2,0.2708333333333333
201,CNN,0.0,0.0,1.0,0.0,"President Trump has indicated to associates that he is preparing to oust Veterans Affairs Secretary David Shulkin,… https://t.co/TuZz2LynKv",0.2758333333333333
202,CNN,-0.836,0.319,0.681,0.0,At least 48 people are dead and dozens missing after a fire at a shopping center in the Siberian city of Kemerovo o… https://t.co/haaCzu1vgi,0.48
203,CNN,-0.4215,0.149,0.851,0.0,Fox News host Eric Bolling denies he is talking to the White House about a job https://t.co/r0L4rG0ke7 https://t.co/Vs0VpkmDHT,0.7788888888888889
204,CNN,0.0,0.0,1.0,0.0,Here's why FedEx isn't opening a new plant in Indiana https://t.co/vfV0WTtEml https://t.co/q4IN9wKV5U,1.2758333333333334
205,CNN,-0.5574,0.153,0.847,0.0,"RT @cnnbrk: Saudi Arabia's air force intercepted seven missiles fired from Yemen Sunday, according to an official with the country's Minist…",1.3955555555555557
206,CNN,0.0,0.0,1.0,0.0,"Skiers and snowboarders were met with orange-tinted snow in Sochi, Russia, this weekend. https://t.co/ElBoFzVt4A https://t.co/MPmpKRyhQA",1.7408333333333332
207,CNN,0.0,0.0,1.0,0.0,Officers muted body cameras in Stephon Clark shooting. Why? https://t.co/jK8eQpI6T9 https://t.co/e3oQDq4IWr,1.7761111111111112
208,CNN,0.34,0.0,0.893,0.107,"The hand-crafted sets of Wes Anderson's 'Isle of Dogs' will go on show in London this month, giving visitors a chan… https://t.co/AiI4DhN4e3",1.9291666666666667
209,CNN,-0.3875,0.134,0.866,0.0,Stormy Daniels' interview holds a mirror up to Trump and the picture isn't pretty | Michael D'Antonio writes for… https://t.co/5TQkOEWviu,2.091388888888889
210,CNN,0.0,0.0,1.0,0.0,What happens when the world's two biggest economies turn on each other https://t.co/l2E9ilWWtN https://t.co/MxHZdNai0q,2.1725
211,CNN,-0.7717,0.358,0.642,0.0,"37 dead in fire at Siberian shopping center, Russian state media reports https://t.co/8QfnAcPLtx https://t.co/cIQPaqC6RK",2.276111111111111
212,CNN,0.3976,0.0,0.723,0.277,Uber is giving up on Southeast Asia. https://t.co/4K3VwwNtFW,2.4122222222222223
213,CNN,-0.5719,0.251,0.659,0.09,Vatican treasurer Cardinal Pell faces final week of historical abuse hearing https://t.co/J0A89IBAac https://t.co/ObGWiYnHkH,2.5125
214,CNN,0.1779,0.0,0.928,0.072,"Such holes, it is said, act as gateways for ""spirit dragons"" that reside in the hills of Hong Kong. 

In reality, t… https://t.co/k2IEXfJKDV",2.6119444444444446
215,CNN,-0.8689,0.521,0.479,0.0,The shocking thing about Wall Street's fear of a trade war https://t.co/RmchLFZUPE https://t.co/EopUty7ZHm,2.7780555555555555
216,CNN,0.0,0.0,1.0,0.0,Why Tibetans need swimming lessons for Australian beaches https://t.co/jmohf72B12 https://t.co/Objy4900oA,2.8619444444444446
217,CNN,-0.2732,0.095,0.905,0.0,"""Why don't you just have him buy you a necklace or something and drop this case?"" 

Authorities in China rarely tak… https://t.co/u0qYgQuJeP",3.1069444444444443
218,CNN,0.5994,0.0,0.741,0.259,"Justice Department renews effort for legal mandate to unlock phones, the New York Times reports… https://t.co/pJtzRuqCIz",3.2755555555555556
219,CNN,0.0,0.0,1.0,0.0,US Army veteran who served two tours in Afghanistan has been deported to Mexico https://t.co/kaJRKCNYfa https://t.co/hfgAApBPUp,3.4644444444444447
220,CNN,-0.34,0.194,0.806,0.0,"Remington, the venerable gun maker, has filed for bankruptcy https://t.co/IMYTJCN7Lj https://t.co/lPb4pDFRAP",3.5794444444444444
221,CNN,0.0258,0.136,0.724,0.14,"America's global friends and foes are on the edge of their seats, writes Samantha Vinograd for @CNNOpinion… https://t.co/suoTKmBxp3",3.7780555555555555
222,CNN,0.0,0.0,1.0,0.0,"A day after March for Our Lives, the Pope urges youth to speak out https://t.co/3IbZijvUJY https://t.co/TvIMWFiquf",4.022777777777778
223,CNN,-0.5574,0.231,0.769,0.0,"Iowa family died after inhaling toxic gas in Mexico, authorities say https://t.co/TASonN1Uph https://t.co/lwWLHC5mqC",4.276666666666666
224,CNN,-0.0516,0.074,0.926,0.0,"Life is hard in President Abdel Fattah el-Sisi's Egypt, but voters have little choice https://t.co/7mP1fDQQJ6 https://t.co/MuCKoffA7I",4.5280555555555555
225,CNN,0.0,0.0,1.0,0.0,Sebastian Vettel repeats 2017 victory in season-opening race of the 2018 Formula One season in Australia… https://t.co/ZhQ551Frji,4.777222222222222
226,CNN,0.128,0.12,0.737,0.143,"President Trump's approval holds steady as GOP shrinks Democrats' edge in midterms fight, Fox News poll finds… https://t.co/vEC5UV193r",5.028611111111111
227,CNN,-0.6369,0.257,0.743,0.0,CNN commentator and former Pennsylvania GOP Sen. Rick Santorum suggests students protesting for gun control legisla… https://t.co/6e7Htsm73C,5.278611111111111
228,CNN,0.0,0.0,1.0,0.0,US Army veteran who served two tours in Afghanistan has been deported to Mexico https://t.co/laFaJqGzs3 https://t.co/jXz9M1fL0V,5.529166666666667
229,CNN,-0.4019,0.213,0.787,0.0,"Catalonia's ex-leader Carles Puigdemont detained in Germany, lawyer says https://t.co/dBEPhjYkHB https://t.co/GUG6UAanEu",5.728055555555556
230,CNN,0.0,0.0,1.0,0.0,"Everything you need to know ahead of Stormy Daniels' ""60 Minutes"" interview https://t.co/c2CN8Ql4Yk https://t.co/TnRtjIjmzc",5.844166666666666
231,CNN,-0.4588,0.12,0.88,0.0,"Porn star Stormy Daniels says on ""60 Minutes"" she was threatened in 2011 while trying to sell her story about her a… https://t.co/tdGbtLbkZk",5.950833333333334
232,CNN,0.5859,0.0,0.673,0.327,"President Trump tweets that ""many lawyers and top law firms"" want to join his legal team https://t.co/pOzeeYBYYs https://t.co/XgBgeJb1fo",6.028333333333333
233,CNN,0.6435,0.0,0.695,0.305,"Stormy, don't worry about violating your NDA, writes Harry Litman for @CNNOpinion https://t.co/Ycxol1JaYm https://t.co/LLAzX4FSgH",6.276666666666666
234,CNN,0.0,0.0,1.0,0.0,Orange snow blankets parts of Russia https://t.co/EXDdbGDbSx https://t.co/pwOhPn6xKD,6.528333333333333
235,CNN,-0.6369,0.366,0.634,0.0,Australia cricket captain Steve Smith resigns over ball-tampering scandal https://t.co/9X1PKDFlne https://t.co/HsjRwLpC1Z,6.776111111111111
236,CNN,0.7964,0.0,0.647,0.353,Britain's Scott Brash wins first leg of Global Champions Tour in Mexico City https://t.co/zTB0S4uvFQ https://t.co/cvQjxRDSDJ,7.028333333333333
237,CNN,0.0,0.0,1.0,0.0,"Stormy Daniels interview adds to ""60 Minutes"" legacy of big hits https://t.co/q5LxP4G2ku https://t.co/IXtljm6IP9",7.2775
238,CNN,-0.0772,0.126,0.874,0.0,Facebook's Zuckerberg says sorry in full-page newspaper ads https://t.co/uchVl0f1EI https://t.co/VkKlB7VzmQ,7.526666666666666
239,CNN,0.0,0.0,1.0,0.0,A conservative media executive who is close with President Trump said the President told him Saturday he expects mo… https://t.co/syUiXUZP4i,7.776666666666666
240,CNN,-0.0997,0.109,0.805,0.086,President Trump's attorney says husband-and-wife legal team Joseph diGenova and Victoria Toensing won't join legal… https://t.co/fTlnDqJ4Bf,8.028611111111111
241,CNN,0.0,0.0,1.0,0.0,"Everything you need to know ahead of Stormy Daniels' ""60 Minutes"" interview https://t.co/9goGs0LO3J https://t.co/xJ0RDRT1GW",8.221944444444444
242,CNN,0.4767,0.0,0.78,0.22,Monégasque racing driver Charles Leclerc impresses on debut in Australia https://t.co/lR1qvWSlYn https://t.co/KmYSAA2JVX,8.528055555555556
243,CNN,-0.6124,0.294,0.706,0.0,Wisconsin students take gun reform fight to House Speaker Paul Ryan's hometown https://t.co/jpKPV0Lm5p https://t.co/wsP3WVHlcH,8.778611111111111
244,CNN,0.1901,0.0,0.907,0.093,"Renaissance popes like Rodrigo Borgia made incredible cultural advancements, but at what cost? The price of progres… https://t.co/GnxJ683r5B",9.024444444444445
245,CNN,-0.4404,0.244,0.756,0.0,The key players in the Stormy Daniels scandal https://t.co/4k8CTDlFVi https://t.co/gOFDXmglmx,9.277777777777779
246,CNN,0.0,0.0,1.0,0.0,What happens when the world's two biggest economies turn on each other https://t.co/kGu99fYZvv https://t.co/JgzxQmVohv,9.528888888888888
247,CNN,-0.4404,0.266,0.734,0.0,Cabinet wives swept up in secretaries' woes https://t.co/gRHqqfoIly https://t.co/zlGvUYxnQS,9.777777777777779
248,CNN,0.5994,0.0,0.776,0.224,"Mark Warner, the top Democrat on the Senate Intelligence Committee, says Mark Zuckerberg needs to testify about Fac… https://t.co/QZBstaZDg1",10.028333333333334
249,CNN,0.4404,0.0,0.884,0.116,"""I hope. ... they know that there is light at the end of the tunnel.""

CNN's Ed Lavandera followed a group of survi… https://t.co/OOo7eRjDKZ",10.029722222222222
250,CNN,0.0,0.0,1.0,0.0,"Ohio Gov. John Kasich says politicians ""should be held absolutely accountable at the ballot box"" for their inaction… https://t.co/KHTlD7iUuh",10.256388888888889
251,CNN,0.5106,0.0,0.845,0.155,"A driver's dramatic rescue from his SUV was caught on camera as floodwaters came rushing through Santa Clarita, Cal… https://t.co/vP9wOndR4x",10.516388888888889
252,CNN,0.7469,0.0,0.586,0.414,The marching students wowed this security mom https://t.co/nRBizoN4s5 | via @CNNOpinion https://t.co/OVjQzh5nq9,10.776944444444444
253,CNN,-0.4939,0.225,0.775,0.0,Why the Stormy Daniels interview should scare Republicans https://t.co/z6li30k8qv | via @CNNOpinion https://t.co/tIcn4gfX6Q,11.015
254,CNN,0.0,0.0,1.0,0.0,"A day after March for Our Lives, the Pope urges youth to speak out https://t.co/MZxgyIY78e https://t.co/ntsRpwZN3L",11.277777777777779
255,CNN,-0.5267,0.167,0.833,0.0,"""(President Trump) is either lying or he is completely delusional."" Democratic Sen. Tim Kaine says Trump's blaming… https://t.co/faQhA18ng9",11.512222222222222
256,CNN,0.8402,0.0,0.63,0.37,"""If keeping our children's safe was truly Trump's 'top priority,' why did he play golf instead of attend the March… https://t.co/wt25Y1iJoZ",11.776944444444444
257,CNN,-0.1027,0.08,0.92,0.0,"What we know about Emma Gonzalez, the fiercely outspoken teen who stunned America with her silence… https://t.co/KqUj4NlgjT",12.025833333333333
258,CNN,0.0,0.0,1.0,0.0,"Ohio Gov. John Kasich says politicians ""should be held absolutely accountable at the ballot box""… https://t.co/543rARLzMr",12.2775
259,CNN,-0.34,0.118,0.882,0.0,"Russia in the headlines, and a tense meeting between world leaders about nuclear disarmament. Are the events of 196… https://t.co/PT4S6W2dmN",12.523333333333333
260,CNN,0.0,0.0,1.0,0.0,"The Austin bomber called himself a ""psychopath"" in his confession video https://t.co/7h52eBFkiP https://t.co/umrIxGQrnh",12.762222222222222
261,CNN,0.0,0.0,1.0,0.0,"Former Brexit volunteer alleges campaign ""cheated"" https://t.co/fCxTXOTDNK https://t.co/60a1wBlFba",12.878055555555555
262,CNN,0.5719,0.0,0.821,0.179,A new heroine is flying alongside Wonder Woman and Superman to pull Puerto Rico through hurricane Maria's aftermath… https://t.co/w4mdgO6vMm,13.273055555555555
263,CNN,-0.6597,0.239,0.761,0.0,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/QpZ6HqzylV https://t.co/xWPV9fs5Vz,13.777777777777779
264,CNN,0.2846,0.15,0.634,0.216,These New York police officers were outnumbered in this adorable snowball fight https://t.co/heByQBkT9a,14.25361111111111
265,CNN,0.0,0.0,1.0,0.0,"There has been, on average, 1 school shooting every week this year https://t.co/WOw2gtl9hc https://t.co/CU9U4yCMhP",14.776388888888889
266,CNN,0.2755,0.0,0.905,0.095,This robotic fish is designed to swim near real aquatic creatures and spy on them without raising suspicions or dis… https://t.co/RNhdKMTc4A,15.279722222222222
267,CNN,-0.2732,0.084,0.916,0.0,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/eZuNKpx4rK,15.776666666666667
268,CNN,0.0,0.0,1.0,0.0,Ohio Gov. John Kasich on former California Gov. Arnold Schwarzenegger calling for him to run for president in 2020:… https://t.co/UTWxFZYmcM,15.786111111111111
269,CNN,0.34,0.0,0.876,0.124,"Ohio Gov. John Kasich says incoming national security adviser John Bolton should understand that ""America ""cannot b… https://t.co/KDokXGRpna",15.830555555555556
270,CNN,-0.2263,0.083,0.917,0.0,"Ohio Gov. John Kasich on the March For Our Lives protests: “If they do not bring about change, I think people shoul… https://t.co/OILRSi8KRs",15.8425
271,CNN,-0.765,0.258,0.742,0.0,"“He is either lying or he is completely delusional,” Sen. Tim Kaine says of President Trump blaming Democrats for f… https://t.co/6r895RQPep",15.914166666666667
272,CNN,0.5859,0.0,0.769,0.231,Sen. Tim Kaine questions if President Trump’s new pick for national security adviser can get a security clearance:… https://t.co/RH2ORJTpW6,16.083055555555557
273,CNN,0.0,0.0,1.0,0.0,"""The activism of these young people is actually changing the equation ... they're not going away,"" Sen. Tim Kaine s… https://t.co/LoTcR2u12c",16.135555555555555
274,CNN,0.0,0.0,1.0,0.0,An animatronic T .rex went up in flames at this dinosaur park in Colorado. The park says the blaze was caused by el… https://t.co/3Xs9dMEKY5,16.265833333333333
275,CNN,0.0,0.0,1.0,0.0,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/Ffh5z9Chys https://t.co/2hhcrpczIX",16.77888888888889
276,CNN,-0.0772,0.121,0.769,0.109,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/Xxitou66Jv,17.278333333333332
277,CNN,-0.4404,0.139,0.861,0.0,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/EW6uyUvuDd,17.776666666666667
278,CNN,-0.2732,0.139,0.861,0.0,Republican Rep. Ryan Costello will drop his bid for reelection in Pennsylvania https://t.co/2tYW2a6mrd https://t.co/8XKF9V45dE,18.27861111111111
279,CNN,0.2023,0.0,0.816,0.184,"Researchers finally solve mystery of ""alien"" skeleton https://t.co/Ymts1gegBE https://t.co/kBJpwYKGyC",18.775833333333335
280,CNN,0.0772,0.0,0.909,0.091,"In Sacramento and in Austin, black people just want this https://t.co/QY2mnt7vH1 | via @CNNOpinion https://t.co/NcbVhzuzYE",19.27888888888889
281,CNN,-0.1027,0.136,0.748,0.117,"In a new memoir, Hillary Clinton's former campaign communications director says the email scandal was a like ""a box… https://t.co/2qEKrRaoiP",19.77722222222222
282,CNN,0.0,0.0,1.0,0.0,"This case shows why dog breeders need to be regulated, writes Randi Kaye for @CNNOpinion https://t.co/gqfOi4Kid4 https://t.co/VTIzke2a8c",20.27861111111111
283,CNN,-0.2732,0.141,0.758,0.101,China and the United States are on the brink of a trade war — and Apple chief Tim Cook is calling on the countries… https://t.co/emYdvRdY0y,20.776666666666667
284,CNN,0.0,0.0,1.0,0.0,I downloaded 14 years of my Facebook data and here's what happened https://t.co/CatT9piwSb https://t.co/iYlZLl8bkv,21.27638888888889
285,CNN,-0.6486,0.223,0.777,0.0,The lawyer President Trump wants to represent him has been dead for 32 years https://t.co/ZYSNTnMfcR https://t.co/zZ4nvZlPkT,21.776666666666667
286,CNN,0.0,0.0,1.0,0.0,Take a look at this week in politics https://t.co/kcprtfGNys https://t.co/l9sn1TwkeS,22.273888888888887
287,CNN,0.0,0.117,0.765,0.117,"""I need allies."" Fresh off a staggering loss for Republicans in Pennsylvania's deep-red 18th district, President Tr… https://t.co/Kx2Fm2p7mM",22.77722222222222
288,CNN,0.0,0.0,1.0,0.0,Tesla to slow shipments in Norway due to unsafe delivery trucks https://t.co/9JSC3KFih1 https://t.co/8ZXKLq1XNU,23.275833333333335
289,CNN,-0.4939,0.314,0.686,0.0,Australian beaches pose dangers to newcomers https://t.co/wv6ILLo3Lg https://t.co/esYlq0aT9m,23.77888888888889
290,CNN,-0.296,0.136,0.864,0.0,Here's what you may have missed at the March for Our Lives rallies https://t.co/ja0geb22RQ https://t.co/aLQN2TqGJB,0.27694444444444444
291,CNN,0.25,0.0,0.905,0.095,"""I have a dream that enough is enough. And that this should be a gun-free world. Period."" - Martin Luther King Jr.'… https://t.co/QNGeEGkvMM",0.7741666666666667
292,CNN,0.0,0.0,1.0,0.0,"Samantha Fuentes, who was wounded in the mass shooting at Marjory Stoneman Douglas High School, asks the crowd to j… https://t.co/dRFdWpk0QZ",1.2694444444444444
293,CNN,-0.7579,0.394,0.606,0.0,These grandmothers in Texas have had enough of gun violence https://t.co/GrjeoktRf5 https://t.co/fZtTBJKT6V,2.275
294,CNN,0.3566,0.0,0.84,0.16,"George Clooney, Paul McCartney and more celebrities join March for Our Lives https://t.co/WabPC0OUEk https://t.co/EemR2GmHLv",2.7758333333333334
295,CNN,-0.7579,0.394,0.606,0.0,"Gun violence can happen to anybody, says singer Jennifer Hudson https://t.co/OADln4miDu https://t.co/sD7QJN9rUR",3.008611111111111
296,CNN,0.0,0.0,1.0,0.0,"While others marched for their lives, these people marched for their guns https://t.co/GiGWjFDzG3 https://t.co/3TXIISsdi8",3.2780555555555555
297,CNN,0.4754,0.0,0.808,0.192,Some of the most powerful signs from the March for Our Lives https://t.co/DhbwVpMOlZ https://t.co/meFpCoHKht,3.5277777777777777
298,CNN,0.0,0.0,1.0,0.0,World Trade Center glows orange for the March for Our Lives rallies https://t.co/xO7kt2NboP https://t.co/MFbYZhnw73,3.775
299,CNN,0.0,0.0,1.0,0.0,"""Keep at it. You're leading us forward. Nothing can stand in the way of millions of voices calling for change."" For… https://t.co/Amnd5zbDYL",4.028888888888889
300,FoxNews,0.1531,0.107,0.759,0.134,".@delaneytarr on Maryland school shooting: ""I'm glad that that sheriff had a gun, because he is a person who should… https://t.co/pxmyKtCwBb",0.04638888888888889
301,FoxNews,0.25,0.0,0.857,0.143,"On @NextRevFNC, @Schwarzenegger talked about his life story and the American dream. https://t.co/DYpG99sHKt",0.1297222222222222
302,FoxNews,0.0,0.0,1.0,0.0,".@DiamondandSilk on Hollywood bashing #Trump admin: ""Don't talk about this White House when their house is not in o… https://t.co/hAicWg5bgv",0.21305555555555555
