,Channel,Compound,Negative,Neutral,Positive,Text,Time
303,FoxNews,-0.8957,0.435,0.565,0.0,"2 firefighters killed, 3 hurt as truck crashes on way to scene of deadly West Virginia highway wreck https://t.co/ZH4KeknTkr",0.2797222222222222
304,FoxNews,-0.5994,0.288,0.605,0.107,".@GovMikeHuckabee: ""Emotion is a terrible substitute for truth. It is a terrible substitute for facts... Five times… https://t.co/Mmai7cnjjg",0.37972222222222224
305,FoxNews,-0.2732,0.226,0.645,0.129,".@cameron_kasky on school safety: ""There's no specific mental health problem that makes all these shootings happen,… https://t.co/aSgLXt7JEl",0.4463888888888889
306,FoxNews,-0.5106,0.323,0.677,0.0,"Austin bomber called himself a 'psychopath,' had no remorse, congressman says https://t.co/IopCW7KyGG",0.5297222222222222
307,FoxNews,0.8591,0.0,0.678,0.322,"30 of the 71 living Medal of Honor recipients receive an honor guard in New York before flying to Washington, to ma… https://t.co/xKciQhOqjf",0.6130555555555556
308,FoxNews,0.0,0.0,1.0,0.0,Pro-Second Amendment student @KyleKashuv calls for debate with #MarchforOurLives organizer @cameron_kasky https://t.co/1yfngZmYHP,0.6963888888888888
309,FoxNews,0.2732,0.0,0.896,0.104,State Rep. Susan Lynn: “It’s not in government in which we trust… it’s ‘In God We Trust.’” https://t.co/Y1LSJgX7fL https://t.co/EdD84YIx4n,0.7797222222222222
310,FoxNews,0.0,0.0,1.0,0.0,China's space station expected to hit Earth soon -- possibly in Europe https://t.co/ZdgOxuV4ak,0.8630555555555556
311,FoxNews,0.0,0.0,1.0,0.0,".@DiamondandSilk on @JoeBiden: ""The people [voting Democrat] need to look at this person that represents the Democr… https://t.co/w3VEkXXmDS",0.9463888888888888
312,FoxNews,-0.6124,0.217,0.783,0.0,".@KayaJones on social media gun censorship: ""Divide and conquer, you take away anyone's right to fight back. And so… https://t.co/Nh1Jvz3bbj",1.0297222222222222
313,FoxNews,0.2732,0.0,0.884,0.116,".@robertjeffress: “Teaching people, starting with our children, that there is a God to whom they’re accountable, is… https://t.co/xtHvkPYeWW",1.1130555555555555
314,FoxNews,-0.6486,0.235,0.765,0.0,Bodies of Iowa family found dead in Mexico to return to US this week https://t.co/TjC29v5yJr,1.196388888888889
315,FoxNews,-0.1531,0.078,0.922,0.0,".@DevinNunes: ""We also found no collusion between the Trump campaign but we did find links between the Clinton [cam… https://t.co/MyHyfMIqAE",1.2794444444444444
316,FoxNews,-0.2023,0.25,0.598,0.152,Congress passes tax cuts and some gun safety measures; enough for 2018 voters? https://t.co/vOpBULJDLG,1.3630555555555555
317,FoxNews,0.2755,0.0,0.883,0.117,".@LindseyGrahamSC: ""The North Koreans know without a doubt that John Bolton sees their nuclear program as a threat… https://t.co/MYF2pqDuEg",1.4630555555555556
318,FoxNews,0.4939,0.0,0.775,0.225,"On @foxandfriends, @robertjeffress praised President @realDonaldTrump's relationship to people of faith.… https://t.co/rwgdubRU0V",1.4797222222222222
319,FoxNews,0.4019,0.0,0.803,0.197,Fox News Poll: 37% favor allowing teachers to carry guns. https://t.co/GBFEtQ5LYb https://t.co/o5y1j8GRFH,1.5463888888888888
320,FoxNews,0.6068,0.0,0.645,0.355,Fox News Poll: Which is more important to protect? https://t.co/GBFEtQnnmL https://t.co/XMdGrCsv0m,1.646388888888889
321,FoxNews,-0.3818,0.131,0.811,0.059,".@LindseyGrahamSC: ""I want to be able to prove that the FBI investigation of the Clinton email scandal was a sham.… https://t.co/HYP33QQ4eg",1.7797222222222222
322,FoxNews,-0.5859,0.226,0.774,0.0,".@susanferrechio: ""President Obama congratulated Putin in 2012 - there was blatant voter fraud, well-documented."" https://t.co/BSJhTr4KUy",1.8297222222222222
323,FoxNews,0.0,0.0,1.0,0.0,Fox News Poll: Gap narrows on 2018 vote preference https://t.co/xUdGnRm4Fc https://t.co/kVGqUNCLrB,1.8463888888888889
324,FoxNews,-0.34,0.211,0.789,0.0,"On @FoxNewsSunday, @newtgingrich discussed the efficacy of gun control. https://t.co/tAhExz6KBp",1.9297222222222221
325,FoxNews,-0.34,0.194,0.806,0.0,"On @WattersWorld, @DiamondandSilk sounded off about the @JoeBiden-@realDonaldTrump feud. https://t.co/QXi7utrBKu https://t.co/fSs4rnaX6f",1.9630555555555556
326,FoxNews,0.3612,0.0,0.884,0.116,"In an interview, Parkland survivor @KyleKashuv asked why he was not asked to speak at the #MarchForOurLives - and c… https://t.co/ItlmiG6EPI",2.0297222222222224
327,FoxNews,-0.7579,0.255,0.745,0.0,".@SenMikeLee on voter fraud: ""Willful blindness to the law is always distressing, and I think it takes on an even m… https://t.co/D2LHF9QQsH",2.111666666666667
328,FoxNews,0.0,0.0,1.0,0.0,"On ""Sunday Morning Futures,"" @LindseyGrahamSC told @MariaBartiromo that he wants to ""prove that the @FBI investigat… https://t.co/0YUw1nqG4V",2.2630555555555554
329,FoxNews,-0.296,0.109,0.891,0.0,".@SenMikeLee on sanctuary cities: ""If a state or local government wants to try to undermine the enforcement of fede… https://t.co/ek20Dby2Qt",2.2925
330,FoxNews,-0.7003,0.266,0.734,0.0,".@SenMikeLee on gun control debate: ""The impulse that says, 'Somebody's violated dozens of laws, we must therefore… https://t.co/GzCLSoyQJ9",2.4052777777777776
331,FoxNews,0.4019,0.0,0.87,0.13,".@SenMikeLee: ""The #Trump administration sought in promising to drain the swamp, to reduce the power of the adminis… https://t.co/8bZpsns96u",2.571111111111111
332,FoxNews,0.6369,0.0,0.811,0.189,".@SenMikeLee: ""The reason that we have fostered the development of the greatest civilization the world has ever kno… https://t.co/M1xdUVuX1a",2.7044444444444444
333,FoxNews,-0.34,0.286,0.714,0.0,Gun maker Remington files for bankruptcy https://t.co/rMr68fmCSp,2.748611111111111
334,FoxNews,0.0772,0.0,0.929,0.071,".@SenMikeLee: ""It's the nature of human beings as they accumulate power to want to accumulate more power."" https://t.co/1iXWYV83lu",2.887777777777778
335,FoxNews,-0.5956,0.177,0.823,0.0,".@SenMikeLee on spending bill negotiations: ""It is one of the most deeply disturbing things that I experience as a… https://t.co/KrDY4stkDP",2.959722222222222
336,FoxNews,0.4767,0.0,0.819,0.181,Fox News Poll shows President @realDonaldTrump's approval up on job performance and taxes. https://t.co/KuSKFJP5m4 https://t.co/rtYGkRrTZ6,2.979722222222222
337,FoxNews,0.5574,0.0,0.806,0.194,".@SenMikeLee on the relationships between Supreme Court justices: ""One's ideological temperament on the court doesn… https://t.co/YCwm3vLCp9",3.08
338,FoxNews,-0.34,0.231,0.769,0.0,The stars that marched at gun reform rallies https://t.co/R5ObSaiRrq,3.1102777777777777
339,FoxNews,0.4939,0.0,0.714,0.286,Pittsburgh Airport gives Mister Rogers an adorable tribute https://t.co/ftCEYZFMsd,3.2152777777777777
340,FoxNews,0.0,0.0,1.0,0.0,".@RonDeSantisFL: ""If you're somebody that's been the secretary of state or you've been White House chief of staff,… https://t.co/qwrKTqBkgu",3.325277777777778
341,FoxNews,-0.6124,0.356,0.517,0.126,Shaquille O'Neal shares 'dance battle' video with Rob Gronkowski on Instagram https://t.co/fPlFK4sxke,3.4322222222222223
342,FoxNews,0.0,0.0,1.0,0.0,".@Schwarzenegger: ""I always tell people, 'don't ever call me a self-made man' because if wouldn't have been for Ame… https://t.co/bcBoNXI5jw",3.527222222222222
343,FoxNews,-0.4404,0.172,0.828,0.0,Mark Zuckerberg Takes Out Full-Page Newspaper Ads to Say 'Sorry' for Cambridge Analytica Scandal https://t.co/IbH9pJBgkZ,3.664722222222222
344,FoxNews,-0.4767,0.154,0.846,0.0,".@kimguilfoyle on @AmbJohnBolton: ""This is a dangerous world and we need someone that is very familiar with it.""… https://t.co/h6x5MauA4V",3.7780555555555555
345,FoxNews,0.0,0.0,1.0,0.0,".@LisaMarieBoothe: ""This is what the media does with anyone who's in @realDonaldTrump's orbit...Hope Hicks was just… https://t.co/WaRAayvgaN",3.835277777777778
346,FoxNews,-0.2023,0.141,0.859,0.0,California Men Charged in Deadly Shooting of 3-Year-Old Boy in Compton https://t.co/n4JkFuk2yK,3.975277777777778
347,FoxNews,-0.7579,0.371,0.629,0.0,"Fox News Poll: Proposals to reduce gun violence - percent saying ""favor."" https://t.co/GBFEtQnnmL https://t.co/pYoYVIyoHt",4.013055555555556
348,FoxNews,0.0,0.0,1.0,0.0,".@kimguilfoyle on omnibus bill: ""[@POTUS is] the guy that wanted to come in and drain the swamp...Congress is the s… https://t.co/zaAN6TgjrO",4.021944444444444
349,FoxNews,0.2263,0.318,0.286,0.396,France honors hero officer who 'saved the nation' during terrorist attack https://t.co/C9LDsviNey,4.127222222222223
350,FoxNews,0.0,0.0,1.0,0.0,"RIGHT NOW on @NextRevFNC, @SteveHiltonx talks to Arnold @Schwarzenegger - Tune in to Fox News Channel! https://t.co/09NbbVCYEf",4.279444444444445
351,FoxNews,0.0,0.0,1.0,0.0,".@DiamondandSilk on Hollywood bashing Trump admin: ""Don't talk about this White House when their house is not in or… https://t.co/7ny78Fn7lT",4.313888888888889
352,FoxNews,-0.6808,0.444,0.556,0.0,"Dissatisfied @McDonalds customer attacked golden arches, police say https://t.co/ORetctN2Xr",4.408888888888889
353,FoxNews,0.5719,0.0,0.734,0.266,"Kansas Tops Duke in Overtime Thriller, Joins Villanova, Loyola-Chicago, Michigan in NCAA Final Four https://t.co/AhBs8yLLGq",4.485833333333333
354,FoxNews,0.128,0.0,0.897,0.103,"'Fundamentally Unserious': @PeteHegseth Reacts to PA School's 'Bucket of Rocks' Defense Against Shooters
 https://t.co/srTdMItcgX",4.539722222222222
355,FoxNews,0.0,0.0,1.0,0.0,Sister Jean says there must be 'limitations' to spend time with Charles Barkley https://t.co/mDVuGRGPXA,4.628611111111111
356,FoxNews,-0.4019,0.231,0.769,0.0,Dramatic South Carolina school bus crash caught on camera https://t.co/wc8ZoUldOn,4.681111111111111
357,FoxNews,0.0,0.0,1.0,0.0,"#MarchForOurLives DC Crowd Smaller than Organizers' Estimates, Imaging Company Says https://t.co/MuGS1KP5j9",4.770833333333333
358,FoxNews,0.4215,0.0,0.811,0.189,"On ""@WattersWorld,"" @KellyannePolls discussed the progress President @realDonaldTrump's administration has made in… https://t.co/wYp5gsdWrp",4.836666666666667
359,FoxNews,-0.5859,0.213,0.787,0.0,".@JudgeJeanine: ""The omnibus bill that Republicans gave President @realDonaldTrump [Friday] is a total betrayal of… https://t.co/MlIoRAV5sk",4.9383333333333335
360,FoxNews,0.3878,0.12,0.681,0.199,"Peter Navarro: ""@POTUS orchestrated one of the most brilliant tax cuts in history."" #SundayFutures @MariaBartiromo https://t.co/t5dnS05VgD",5.1025
361,FoxNews,-0.4588,0.176,0.824,0.0,Stormy Daniels Claims She Was Threatened in Parking Lot Against Revealing Alleged Trump Affair https://t.co/ZQEHS7hIhF,5.139444444444444
362,FoxNews,0.0,0.0,1.0,0.0,"'I Went Through Hell': Former FBI Agent Says Andrew McCabe 'Targeted', 'Slandered' Her https://t.co/Sf05PC158b",5.1725
363,FoxNews,-0.7717,0.261,0.739,0.0,"TUNE IN: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all starts… https://t.co/aolnYbMDYg",5.279722222222222
364,FoxNews,-0.2732,0.226,0.645,0.129,".@cameron_kasky on school safety: ""There's no specific mental health problem that makes all these shootings happen,… https://t.co/ffFfkfWrfF",5.307222222222222
365,FoxNews,-0.7096,0.396,0.604,0.0,"Russia shopping center fire kills at least 37, report says https://t.co/RfX1o8gE3N",5.443611111111111
366,FoxNews,-0.6969,0.2,0.8,0.0,".@newtgingrich: ""There are five cities in America that have most of the killings in America, five cities. All five… https://t.co/YXWT7oI6ZR",5.643055555555556
367,FoxNews,0.0,0.162,0.676,0.162,.@AmbJohnBolton responds after @timkaine questions security clearance over Russia gun video https://t.co/FBkKahPsuI,5.903333333333333
368,FoxNews,0.3252,0.0,0.811,0.189,OPINION: This is why Trump never speaks ill of Putin https://t.co/w4JyAo4HHA,5.998888888888889
369,FoxNews,0.0,0.0,1.0,0.0,"RT @FoxBusiness: WhatsApp co-founder, who sold his company to Facebook, just told his followers to delete it https://t.co/0I9510CSVr",6.130833333333333
370,FoxNews,0.7096,0.076,0.583,0.341,"Rapper @KillerMike, who endorsed @BernieSanders for president, ripped supporters of the school walkouts in favor of… https://t.co/8fOlVJkH8b",6.179722222222222
371,FoxNews,-0.7906,0.5,0.5,0.0,OPINION: Palestinian civil war causes suffering in Gaza https://t.co/lKbIyqmmDF,6.224444444444444
372,FoxNews,-0.4019,0.114,0.886,0.0,".@KellyannePolls on spending bill: ""This is a town that not so long ago was mocking the very idea of a wall, and no… https://t.co/dpgeAaYylg",6.336388888888889
373,FoxNews,-0.5267,0.221,0.779,0.0,Man sucker punches 5-year-old in face on New York City subway: cops https://t.co/mImKuby4BO,6.503055555555555
374,FoxNews,0.0,0.0,1.0,0.0,"The @BlueAngels took to the sky in Kingsville, Texas for the Wings Over South Texas Air Show. #ProudAmerican https://t.co/I6NjuuPj4f",6.666388888888889
375,FoxNews,-0.4767,0.154,0.846,0.0,"'Maybe That's the Way to Run a Reality Show': Dem Sen Rips Trump, Says WH 'Chaos' Hurts America https://t.co/ykPvj5gixy",6.913611111111111
376,FoxNews,0.5719,0.0,0.764,0.236,"David Bossie on omnibus bill: ""The swamp won on this one."" @JudgeJeanine https://t.co/FgA8ZIIxw1",7.014166666666667
377,FoxNews,0.0,0.0,1.0,0.0,"Mount Etna in Sicily is sliding into Mediterranean Sea, scientists say https://t.co/ALqj4nzfTc",7.135277777777778
378,FoxNews,0.5719,0.058,0.741,0.201,.@realDonaldTrump touts $1.3 trillion budget as win for military; vows more money for border wall https://t.co/CIwjkQj4jc,7.280833333333334
379,FoxNews,0.0,0.0,1.0,0.0,"Yesterday, @davidhogg111: ""Let's put the USA over the @NRA."" #MarchForOurLives https://t.co/2Llc6rFMEf https://t.co/4dOweVpIOR",7.3630555555555555
380,FoxNews,0.0,0.0,1.0,0.0,U.S. markets - this week. https://t.co/3917lCT0t4,7.4463888888888885
381,FoxNews,0.1027,0.0,0.928,0.072,".@Facebook CEO Mark Zuckerberg took out full-page ads in several newspapers to apologize for the ""breach of trust""… https://t.co/kcjROJPMbG",7.503611111111111
382,FoxNews,0.128,0.0,0.87,0.13,"Lawyers diGenova, Toensing cannot work on Trump's Russia legal team https://t.co/YakXrPX5bT",7.565555555555555
383,FoxNews,0.2732,0.0,0.811,0.189,"On @foxandfriends, @PeteHegseth strongly defended the Second Amendment. https://t.co/YRyHLDkaUa https://t.co/vWWZGsmtW3",7.646388888888889
384,FoxNews,0.0,0.0,1.0,0.0,DNC vs. RNC fundraising - 2018 election cycle. https://t.co/nfGU5SXFRO,7.665
385,FoxNews,0.0,0.0,1.0,0.0,"At the #MarchforourLives rally in Washington, D.C. yesterday, Trevon ""Tre"" Bosley, 19, of Chicago, whose brother Te… https://t.co/hhHEqw6eBa",7.7
386,FoxNews,-0.6124,0.333,0.667,0.0,"Drone strike in Libya kills 2 'terrorists,' US Africa Command says https://t.co/ZymxMuJ1uX https://t.co/Ss2H2RsZ0T",7.784166666666667
387,FoxNews,-0.5859,0.226,0.774,0.0,".@susanferrechio: ""President Obama congratulated Putin in 2012 - there was blatant voter fraud, well-documented.""… https://t.co/Jz1Z79j5T7",7.846666666666667
388,FoxNews,-0.296,0.109,0.891,0.0,".@AlanDersh: ""There seems to be nothing there at all. No evidence of collusion and collusion is not a crime."" https://t.co/2MxAE8Lewg",7.8630555555555555
389,FoxNews,0.7964,0.083,0.578,0.339,"RT @EricShawnTV: The #TaylorForceAct is now law, after his parents, #WestPoint classmates, friends and supporters fought for justice for Ta…",7.916666666666667
390,FoxNews,-0.34,0.188,0.699,0.113,"Aliso Viejo Mayor Dave Harrington: ""[Mayor @LibbySchaaf] basically committed a felony by harboring those fugitives."" https://t.co/xxur0E3iWy",7.9463888888888885
391,FoxNews,0.0,0.0,1.0,0.0,Pro-Second Amendment student @KyleKashuv calls for debate with #MarchForOurLives organizer @cameron_kasky https://t.co/TqqJbQFBFU,7.9655555555555555
392,FoxNews,0.0,0.0,1.0,0.0,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to Arnold @Schwarzenegger - Tune in at 9p ET on Fox News Channel! https://t.co/j7oe1NDFh3",8.025
393,FoxNews,0.3612,0.0,0.815,0.185,"Yesterday, Parkland survivor @Emma4Change called for change during the #MarchForOurLives rally.… https://t.co/x6f9R2TdDI",8.029722222222222
394,FoxNews,0.6369,0.0,0.792,0.208,"On ""America's News Headquarters"" yesterday, @CharlieKirk11 pointed out what he called ""one of the greatest ironies""… https://t.co/E12f3KBhzX",8.14638888888889
395,FoxNews,0.3612,0.0,0.844,0.156,"RT @FoxBusiness: .@POTUS: ""As a matter of national security, I have signed this omnibus budget bill. There are a lot of things I am unhappy…",8.214166666666667
396,FoxNews,0.4215,0.0,0.781,0.219,RT @FoxBusiness: Elon Musk’s $2.6B Tesla compensation approved by shareholders https://t.co/5yZJWksFeK,8.215277777777779
397,FoxNews,-0.4588,0.146,0.784,0.071,"RT @FoxBusiness: Secretary Mattis: ""In 1790, in George Washington's first annual address to Congress he stated: To be prepared for war is o…",8.216111111111111
398,FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNewsResearch: Adjusted for inflation, the nearly $1.3 trillion in discretionary spending for FY 2018 is the highest funding level si…",8.239444444444445
399,FoxNews,0.25,0.149,0.614,0.237,".@mercedesschlapp: “The Democrats have become the party of open borders, the party of protecting criminal aliens.” https://t.co/vGgnjspNT7",8.329722222222221
400,nytimes,0.0,0.0,1.0,0.0,"The 6-inch-long skeleton has 10 ribs, giant eye sockets and a long skull that ends in a point. It is not an alien. https://t.co/RtMDxfYs6v",0.05333333333333334
401,nytimes,0.6249,0.0,0.661,0.339,"11 great titles expiring from Netflix in April
https://t.co/OX1bbKT2th",0.2886111111111111
402,nytimes,-0.8481,0.448,0.444,0.107,"“Cancer crushes hope, leaving a wasteland of grief, depression, despair and a sense of unending futility,” Julie Yi… https://t.co/cbDpyAGmKe",0.5475
403,nytimes,0.0,0.0,1.0,0.0,Louis Vuitton Names Virgil Abloh as Its New Men’s Wear Designer https://t.co/v4BMrkReWn,0.8061111111111111
404,nytimes,0.0,0.0,1.0,0.0,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/m2n9Vdcp53",0.9727777777777777
405,nytimes,0.6249,0.0,0.814,0.186,"Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously… https://t.co/dxoWTzZ9z1",1.271388888888889
406,nytimes,0.0,0.0,1.0,0.0,"President Trump won't be hiring 2 lawyers he named just days ago in the Mueller inquiry, indicating new upheaval on… https://t.co/8oaldzCsnO",1.5361111111111112
407,nytimes,-0.34,0.194,0.806,0.0,"Remington, Centuries-Old Gun Maker, Files for Bankruptcy as Sales Slow https://t.co/5TYhvJKmNc",1.8138888888888889
408,nytimes,0.4215,0.0,0.859,0.141,"If you liked Kim Kardashian on Facebook, researchers can tell how extroverted (very), conscientious (more than most… https://t.co/DkIybS0c5q",2.0369444444444444
409,nytimes,0.128,0.0,0.914,0.086,"Elliott Broidy, an investor and a defense contractor, marketed his connection to President Trump to politicians and… https://t.co/QLoVPIzSEM",2.328611111111111
410,nytimes,0.1027,0.138,0.672,0.19,"These photos ""reflect an American truth: The fury and debate over immigration to the United States appears to be go… https://t.co/sJPDGHWmov",2.629166666666667
411,nytimes,0.6486,0.0,0.725,0.275,"The March for Our Lives demonstrations ultimately represented twin triumphs: of organic, youthful grass-roots energ… https://t.co/m9ne3abfKG",2.862222222222222
412,nytimes,-0.5574,0.265,0.735,0.0,Saudis Claim to Intercept 7 Houthi Missiles Fired at Multiple Cities https://t.co/CL4jMkP4Aw,2.9516666666666667
413,nytimes,0.0,0.0,1.0,0.0,"Richard Grenell was nominated by President Trump last year for the ambassadorship to Germany, becoming the presiden… https://t.co/oNir0DN0Fy",2.953611111111111
414,nytimes,0.0,0.0,1.0,0.0,“Do you realize what your mother did? Your mother was the first American Olympic champion.” https://t.co/duAjgvRhGE,3.1908333333333334
415,nytimes,0.0,0.0,1.0,0.0,Review: An ‘Angels in America’ That Soars on the Breath of Life https://t.co/T7Vd8gVt3x,3.395
416,nytimes,0.0,0.0,1.0,0.0,"RT @kenvogel: NEW: TRUMP fundraiser @Elliott_Broidy offered or arranged meetings with @POTUS for leaders of Congo, Angola &amp; Romania -- whil…",3.578333333333333
417,nytimes,0.0,0.0,1.0,0.0,"When Professionals Rise Up, More Than Money Is at Stake https://t.co/SdaYVvAONH",3.8027777777777776
418,nytimes,0.0,0.0,1.0,0.0,Make Mark Bittman's spaghetti pie https://t.co/BeCQZLZtX0 https://t.co/PRD21zzf7U,3.859722222222222
419,nytimes,-0.1779,0.134,0.866,0.0,"In Gun Control Marches, Students Led but Adults Provided Key Resources https://t.co/88Hk6Egy2M",4.1875
420,nytimes,0.3434,0.1,0.734,0.165,"Many counties, including rich ones, are aging and experiencing more deaths than births, without growth through immi… https://t.co/pUTGdbNr1r",4.247777777777777
421,nytimes,0.0243,0.142,0.71,0.148,"Untangling yourself from a site like Facebook is not as easy as pressing ""delete"" https://t.co/qIiiEM1C92",4.485555555555556
422,nytimes,-0.5859,0.211,0.789,0.0,"RT @NYTSports: What a game. Kansas edges Duke, and we'll have a battle of No. 1s in San Antonio next weekend. 
https://t.co/uxYTcqmwBD",4.778888888888889
423,nytimes,0.1901,0.085,0.707,0.208,"Solving the Dutch Pot Paradox: Legal to Buy, but Not to Grow https://t.co/0oWMeWd8qO",4.871666666666667
424,nytimes,-0.4588,0.125,0.875,0.0,"Stormy Daniels told ""60 Minutes"" that a man threatened her in 2011 if she spoke of her affair with Donald Trump. He… https://t.co/1sphfyTrsX",4.993333333333333
425,nytimes,-0.34,0.107,0.893,0.0,Video: These were the Las Vegas gunman's final movements in the days before he opened fire from his hotel suite https://t.co/rDgrTdn0n3,5.0725
426,nytimes,0.0,0.0,1.0,0.0,RT @RebeccaRuiz: The porn star who crossed into mainstream pop culture — from Judd Apatow movies to a Maroon 5 music video — and now domina…,5.311944444444444
427,nytimes,0.0258,0.0,0.901,0.099,Kansas Edges Duke in Overtime to Reach the Final Four https://t.co/k28M2cvFvd,5.377222222222223
428,nytimes,0.0,0.0,1.0,0.0,A geneticist at Harvard Medical School has retrieved DNA from more than 900 ancient people. His findings trace the… https://t.co/PNBtU0jvkw,5.7275
429,nytimes,-0.4939,0.211,0.789,0.0,Adult Film Star Says She Stayed Silent on Trump Out of Fear https://t.co/SoHTBxJuza,6.011388888888889
430,nytimes,0.0,0.0,1.0,0.0,Lens: Looking at the Paralympics With a New York Times Photographer https://t.co/Djj7qMo5XO,6.198055555555555
431,nytimes,-0.5267,0.167,0.833,0.0,Robotic fish could be essential to understanding and protecting marine life in danger of disappearing in a fragile… https://t.co/6fkHBzffb5,6.257777777777778
432,nytimes,0.0,0.0,1.0,0.0,"RT @mattfleg: To tell the Stormy story right, we spoke to Judd Apatow, Nina Hartley, Ron Jeremy, the Penthouse Baton Rouge and a Maryland-b…",6.5275
433,nytimes,-0.0772,0.067,0.933,0.0,"Who is Stormy Daniels?

Baton Rouge classmates remember her as a serious student. She thought she might be a journa… https://t.co/PArpOaLKu4",6.728055555555556
434,nytimes,0.4754,0.0,0.877,0.123,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/l49hI7mtSB",6.782222222222222
435,nytimes,-0.6597,0.428,0.389,0.183,Trust Betrayed: Wives of White-Collar Criminals Tell Their Stories https://t.co/7X2VXWIQoA,7.019166666666667
436,nytimes,0.0,0.0,1.0,0.0,"In Opinion,
Contributing writer Jennifer Finney Boylan writes, ""Trump’s cabinet is full of people who seem to know… https://t.co/XC7txobKnA",7.2747222222222225
437,nytimes,0.25,0.117,0.721,0.162,"“It’s a disaster,” said Cristiano Davoli, a vigilante hero in the battle against the voracious potholes that have o… https://t.co/VWyBdtv8k0",7.412222222222222
438,nytimes,-0.5256,0.207,0.793,0.0,“Silicon Valley” returns to HBO tonight after a particularly terrible week for Silicon Valley https://t.co/MPhzTUmbcM,7.526388888888889
439,nytimes,-0.1779,0.112,0.807,0.081,It took giant robots fighting giant monsters to finally unseat “Black Panther” at the top of the box office https://t.co/nIxC1MlXI6,7.776666666666666
440,nytimes,-0.34,0.124,0.876,0.0,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/UKtjiHnOpT",8.028888888888888
441,nytimes,0.3506,0.077,0.726,0.196,Hungary’s opposition parties could stop Viktor Orban from winning another majority — but only if they work together https://t.co/Trjb7Ggjnw,8.275555555555556
442,nytimes,0.0,0.0,1.0,0.0,Emma González spoke for just under 2 minutes. Then she was silent for 4 minutes and 26 seconds. https://t.co/rUWqaXlTWT,8.411388888888888
443,nytimes,0.0,0.0,1.0,0.0,"RT @Choire: so barry diller also has three dog clones and he's the one who told barbra streisand to clone her dogs, we will not rest till w…",8.530277777777778
444,nytimes,-0.296,0.099,0.901,0.0,"No. 1 Villanova is back in the Final Four for the second time in 3 years after holding off Texas Tech, 71-59 https://t.co/1zR8pqyHGt",8.6
445,nytimes,-0.765,0.309,0.691,0.0,"Carles Puigdemont, the former Catalan president who is wanted in Spain on sedition charges, has been detained in Ge… https://t.co/hb0yJm40y5",8.778888888888888
446,nytimes,0.4939,0.0,0.824,0.176,"Immigrants increasingly care for America's elderly population. If ""chain migration"" ends, will enough Americans ste… https://t.co/kn3MwfFIG3",9.028055555555556
447,nytimes,0.0772,0.092,0.798,0.11,The military strike signals a possibly significant expansion of the American counterterrorism campaign in Libya https://t.co/qBhryVi3mN,9.277777777777779
448,nytimes,-0.4767,0.154,0.846,0.0,Three explosions in 4 days have shattered the Somalian capital and left a trail of carnage in their wake https://t.co/aDUJFEImSS,9.529166666666667
449,nytimes,-0.4019,0.171,0.829,0.0,"As Republicans struggle on guns, a conservative donor warns: “The NRA is really out of step with suburban GOP voter… https://t.co/WD2QKH2wn4",9.777777777777779
450,nytimes,0.128,0.184,0.612,0.204,Immigration begins and ends well beyond the physical border — a line where fear and hope collide to shape American… https://t.co/UYXGwpqPWG,10.028888888888888
451,nytimes,0.0,0.0,1.0,0.0,A Cambridge Analytica-linked company was allegedly used by pro-Brexit campaigners to evade British election spendin… https://t.co/NUZv8NGou3,10.276111111111112
452,nytimes,-0.0772,0.071,0.929,0.0,RT @nickconfessore: Facebook took out ads in the @nytimes (and @washingtonpost + British papers) apologizing for Cambridge Analytica breach…,10.418333333333333
453,nytimes,0.0,0.0,1.0,0.0,Qantas Airways made a giant leap forward in long-haul travel with its first non-stop flight between Australia and B… https://t.co/a8fz0npCK2,10.528333333333334
454,nytimes,0.0258,0.109,0.778,0.113,“I hope in the future for some form of reconciliation. Because I think all men are guilty. I’m not talking about ra… https://t.co/Pmjn6Q666o,10.777777777777779
455,nytimes,-0.5267,0.186,0.75,0.064,"RT @nytopinion: Even if trans issues don’t top the list of things you’re worried about, you should be appalled by Donald Trump's latest epi…",10.925555555555556
456,nytimes,0.7506,0.0,0.67,0.33,"“It’s true — Jared has been a positive influence,” said Gerónimo Gutiérrez, Mexico’s ambassador to Washington https://t.co/YWy04Ly1lI",11.028333333333334
457,nytimes,0.0,0.0,1.0,0.0,"Burt Reynolds on the one that got away: ""I’ve had an affair [on the set] with two women in 50 years. Sally Field an… https://t.co/7M1pQ2xiOI",11.274722222222222
458,nytimes,0.6369,0.0,0.811,0.189,"The ""Roseanne"" reboot premieres on Tuesday. Spend this weekend with some of the classic family sitcom's best episod… https://t.co/kOXRbBygDe",11.5275
459,nytimes,0.0,0.0,1.0,0.0,Here are some recipe suggestions to kick off your week in cooking plans https://t.co/WUyuwyYeHl,11.778333333333334
